code;pairCode;name;xmlFeedName;
"052637";;"Koorui GN06 27"" 165Hz";"";
"054147";;"Motospeed SK62 White";"Motospeed SK62 Red bílá";
"055082";;"SVEN KB-C7150EL";"SVEN KB-C7150EL";
"052640";;"Koorui 24E4 23.8"" 165Hz";"";
"052642";;"Koorui 25E3A 24.5"" 170Hz";"Koorui 25E3A";
"042131";;"darkFlash Gaming Mouse Pad";"";
"037920";;"Motospeed P70";"";
"037919";;"Motospeed V18 (Black)";"";
"053497";;"darkFlash DK352 Plus (White)";"Darkflash DK352 Plus white";
"042128";;"darkFlash DC240 ARGB 2x 120x120 (Black)";"Darkflash DC240 ARGB 2x 120x120 černá";
"042068";;"darkFlash DC240 ARGB 2x 120x120 (White)";"PC VODNÍ CHLAZENÍ DC240 ARGB 2X 120X120 (BÍLÉ)";
"041314";;"darkFlash A290 (White)";"";
"036054";;"darkFlash A290 (Black)";"Darkflash A290 black";
"037670";;"Havit MP843";"";
"033820";;"Havit KB870L RGB (Black)";"Havit KB870L";
"033951";;"darkFlash DK352 Plus (Black)";"Darkflash DK352 Plus black";
"033574";;"Havit MS1028 RGB";"Havit Gamenote MS1028";
"033573";;"Havit MS961 RGB (White)";"Havit Gamenote MS961";
"033248";;"darkFlash DK151 LED (Black)";"Darkflash DK151 black";
"032549";;"DAREU EM901X w Charging Dock (Black)";"Dareu EM901X";
"030829";;"Havit GAMENOTE MS1001S RGB";"Havit Gamenote MS1001S";
"029395";;"Dareu EM907 RGB";"";
"029676";;"Motospeed CK61 RGB (Black)";"Motospeed CK61 Outemu Blue";
"026474";;"Havit KB866L RGB";"Havit Gamenote KB866L KB866L-BC-RD";
"025981";;"Motospeed K24";"Motospeed K24";
"135";;"ASUS TUF Gaming P1";"";
"ASUSROGGLADIICORE";;"ASUS ROG Gladius II Core Black";"";
"018580";;"Havit GAMENOTE MP861";"";
"P2720DC";;"Dell P2720DC 27"" Professional";"Dell P2720DC";
"P2722HE";;"Dell P2722HE 27"" Professional";"Dell P2722HE";
"P2719H";;"Dell P2719H 27"" Professional";"Dell P2722HE";
"P2213T";;"Dell P2213t 22"" Professional";"";
"LATITUDE-7490/B";"1";"Dell Latitude 7490 14""";"Dell Latitude 7490-5997";
"LATITUDE-7490/C";"1";"Dell Latitude 7490 14""";"Dell Latitude 7490-5997";
"LATITUDE-7400";;"Dell Latitude 7400 14""";"Dell Latitude 7400-1284";
"LATITUDE-5410";;"Dell Latitude 5410 14""";"";
"AMDGAMERPRO4070TI/BITNOVA";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/BQPB500FX-B";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/BQPB501DX-B";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/CMMBTD500-B";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/COR300D-B";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/COR3500X-B";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/COR3500X-W";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/DF2100-B";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/DK431-B";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/DRX70-W";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/DS900AIR-B";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/DS900AIR-W";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/DY451P-B";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/DY451P-W";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/END300-B";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/FRCNORTH";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/FRCPOP-B";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/FRCPOPXLS-B";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/JD41S-B";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/MSI100P";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/NZXTH5-B";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/NZXTH6F-B";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/NZXTH7F-W";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/TH285-B";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERPRO4070TI/TH285-W";"2";"HelloComp AMD GAMER Pro 4070 Ti";"HelloComp AMD GAMER Pro 4070 Ti/DK431-B";
"AMDGAMERMAX4080/BITNOVA";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/BQPB500FX-B";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/BQPB501DX-B";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/CMMBTD500-B";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/COR300D-B";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/COR3500X-B";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/COR3500X-W";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/DF2100-B";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/DK431-B";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/DRX70-W";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/DS900AIR-B";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/DS900AIR-W";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/DY451P-B";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/DY451P-W";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/END300-B";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/FRCNORTH-B";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/FRCPOP-B";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/FRCPOPXLS-B";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/JD41S-B";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/MSI100P";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/NZXTH5-B";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/NZXTH6F-B";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/NZXTH7F-W";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/TH285-B";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMERMAX4080/TH285-W";"3";"HelloComp AMD GAMER Max 4080";"HelloComp AMD GAMER Max 4080/DRX70-W";
"AMDGAMER4070/BITNOVA";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/BQPB500FX-B";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/BQPB501DX-B";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/CMMBTD500-B";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/COR300D-B";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/COR3500X-B";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/COR3500X-W";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/DF2100-B";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/DK431-B";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/DRX70-W";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/DS900AIR-B";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/DS900AIR-W";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/DY451P-B";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/DY451P-W";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/END300-B";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/FRCNORTH-B";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/FRCPOP-B";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/FRCPOPXLS-B";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/JD41S-B";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/MSI100P";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/NZXTH5-B";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/NZXTH6F-B";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/NZXTH7F-W";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/TH285-B";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4070/TH285-W";"4";"HelloComp AMD GAMER 4070";"HelloComp AMD GAMER 4070/DRX70-W";
"AMDGAMER4060/A290-B";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/A290-W";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/BITNOVA";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/BQPB500FX-B";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/BQPB501DX-B";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/CMMBTD500-B";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/COR300D-B";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/COR3500X-B";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/COR3500X-W";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/DF2100-B";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/DK431-B";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/DRX70-W";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/DS900AIR-B";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/DS900AIR-W";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/DY451P-B";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/DY451P-W";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/END300-B";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/FRCNORTH-B";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/FRCPOP-B";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/FRCPOPXLS-B";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/JD41S-B";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/MSI100P";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/NZXTH5-B";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/NZXTH6F-B";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/NZXTH7F-W";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/TH285-B";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"AMDGAMER4060/TH285-W";"5";"HelloComp AMD GAMER 4060";"HelloComp AMD GAMER 4060/A290-B";
"82JQ00GUCK";;"Lenovo Legion 5 Pro (82JQ00GUCK) 16""";"Lenovo Legion 5 Pro 82JQ008FCK";
"AMDGAMER7600/A290-B";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/A290-W";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/BITNOVA";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/BQPB500FX-B";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/BQPB501DX-B";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/CMMBTD500-B";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/COR300D-B";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/COR3500X-B";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/COR3500X-W";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/DF2100-B";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/DK431-B";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/DRX70-W";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/DS900AIR-B";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/DS900AIR-W";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/DY451P-B";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/DY451P-W";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/END300-B";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/FRCNORHT-B";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/FRCPOP-B";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/FRCPOPXLS-B";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/JD41S-B";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/MSI100P";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/NZXTH5-B";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/NZXTH6F-B";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/NZXTH7F-W";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/TH285-B";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"AMDGAMER7600/TH285-W";"6";"HelloComp AMD GAMER 7600";"HelloComp AMD GAMER 7600/A290-B";
"044332";;"darkFlash DK361 (White)";"Darkflash DK361 white";
"LEOPARD-GP70-2QE";;"MSI GP70 2QE Leopard 17.3""";"MSI GP70 Leopard MS-175A";
"044677";;"darkFlash DK431 (Black)";"Darkflash DK431 black";
"039938";;"darkFlash DA240 LED 2x 120x120 (Black)";"";
"036056";;"darkFlash DK351 (White)";"Darkflash DK351 (White)";
"036053";;"darkFlash K2 (Black)";"Darkflash K2 black";
"034142";;"darkFlash DK180 Graffiti (Black)";"Darkflash DK180 Graffiti black";
"033247";;"darkFlash DK151 LED (White)";"Darkflash DK151 white";
"030010";;"darkFlash TR360 AiO RGB 3x 120x120 (Black)";"Darkflash TR360 PC vodní chlazení";
"INTELGAMERSE61660SUPER";;"HelloComp Intel GAMER SE6 1660 SUPER";"";
"INTELGAMERSE6580";;"HelloComp Intel GAMER SE6 580";"";
"AMDGAMER3070/A290-B";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/A290-W";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/BITNOVA";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/BQPB500FX-B";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/BQPB501DX-B";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/CMMBTD500-B";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/COR300D-B";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/COR3500X-B";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/COR3500X-W";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/DF2100-B";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/DK431-B";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/DRX70-W";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/DS900AIR-B";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/DS900AIR-W";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/DY451P-B";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/DY451P-W";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/END300-B";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/FRCNORTH-B";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/FRCPOP-B";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/FRCPOPXLS-B";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/JD41S-B";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/MSI100P";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/NZXTH5-B";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/NZXTH6F-B";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/NZXTH7F-W";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/TH285-B";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3070/TH285-W";"7";"HelloComp AMD GAMER 3070";"HelloComp AMD GAMER 3070/A290-B";
"AMDGAMER3080/BITNOVA";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/BQPB500FX-B";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/BQPB501DX-B";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/CMMBTD500-B";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/COR300D-B";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/COR3500X-B";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/COR3500X-W";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/DF2100-B";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/DK431-B";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/DRX70-W";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/DS900AIR-B";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/DS900AIR-W";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/DY451P-B";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/DY451P-W";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/END300-B";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/FRCNORTH-B";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/FRCPOP-B";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/FRCPOPXLS-B";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/JD41S-B";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/MSI100P";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/NZXTH5-B";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/NZXTH6F-B";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/NZXTH7F-W";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/TH285-B";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER3080/TH285-W";"8";"HelloComp AMD GAMER 3080";"HelloComp AMD GAMER 3080/DRX70-W";
"AMDGAMER6700XT/BITNOVA";"9";"HelloComp AMD GAMER 6700 XT";"HelloComp AMD GAMER 6700 XT/DRX70-W";
"AMDGAMER6700XT/BQPB500FX-B";"9";"HelloComp AMD GAMER 6700 XT";"HelloComp AMD GAMER 6700 XT/DRX70-W";
