code;pairCode;name;xmlFeedName;
"INTELGAMERPRODDR53060/COR300D-B";"147";"HelloComp Intel GAMER Pro DDR5 3060";"HelloComp Intel GAMER Pro DDR5 3060/DK431-B";
"INTELGAMERPRODDR53060/COR3500X-B";"147";"HelloComp Intel GAMER Pro DDR5 3060";"HelloComp Intel GAMER Pro DDR5 3060/DK431-B";
"INTELGAMERPRODDR53060/COR3500X-W";"147";"HelloComp Intel GAMER Pro DDR5 3060";"HelloComp Intel GAMER Pro DDR5 3060/DK431-B";
"INTELGAMERPRODDR53060/DF2100-B";"147";"HelloComp Intel GAMER Pro DDR5 3060";"HelloComp Intel GAMER Pro DDR5 3060/DK431-B";
"INTELGAMERPRODDR53060/DK431-B";"147";"HelloComp Intel GAMER Pro DDR5 3060";"HelloComp Intel GAMER Pro DDR5 3060/DK431-B";
"INTELGAMERPRODDR53060/DRX70-W";"147";"HelloComp Intel GAMER Pro DDR5 3060";"HelloComp Intel GAMER Pro DDR5 3060/DK431-B";
"INTELGAMERPRODDR53060/DS900AIR-B";"147";"HelloComp Intel GAMER Pro DDR5 3060";"HelloComp Intel GAMER Pro DDR5 3060/DK431-B";
"INTELGAMERPRODDR53060/DS900AIR-W";"147";"HelloComp Intel GAMER Pro DDR5 3060";"HelloComp Intel GAMER Pro DDR5 3060/DK431-B";
"INTELGAMERPRODDR53060/DY451P-B";"147";"HelloComp Intel GAMER Pro DDR5 3060";"HelloComp Intel GAMER Pro DDR5 3060/DK431-B";
"INTELGAMERPRODDR53060/DY451P-W";"147";"HelloComp Intel GAMER Pro DDR5 3060";"HelloComp Intel GAMER Pro DDR5 3060/DK431-B";
"INTELGAMERPRODDR53060/END300-B";"147";"HelloComp Intel GAMER Pro DDR5 3060";"HelloComp Intel GAMER Pro DDR5 3060/DK431-B";
"INTELGAMERPRODDR53060/FRCNORTH-B";"147";"HelloComp Intel GAMER Pro DDR5 3060";"HelloComp Intel GAMER Pro DDR5 3060/DK431-B";
"INTELGAMERPRODDR53060/FRCPOP-B";"147";"HelloComp Intel GAMER Pro DDR5 3060";"HelloComp Intel GAMER Pro DDR5 3060/DK431-B";
"INTELGAMERPRODDR53060/FRCPOPXLS-B";"147";"HelloComp Intel GAMER Pro DDR5 3060";"HelloComp Intel GAMER Pro DDR5 3060/DK431-B";
"INTELGAMERPRODDR53060/JD41S-B";"147";"HelloComp Intel GAMER Pro DDR5 3060";"HelloComp Intel GAMER Pro DDR5 3060/DK431-B";
"INTELGAMERPRODDR53060/MSI100P";"147";"HelloComp Intel GAMER Pro DDR5 3060";"HelloComp Intel GAMER Pro DDR5 3060/DK431-B";
"INTELGAMERPRODDR53060/NZXTH5-B";"147";"HelloComp Intel GAMER Pro DDR5 3060";"HelloComp Intel GAMER Pro DDR5 3060/DK431-B";
"INTELGAMERPRODDR53060/NZXTH6F-B";"147";"HelloComp Intel GAMER Pro DDR5 3060";"HelloComp Intel GAMER Pro DDR5 3060/DK431-B";
"INTELGAMERPRODDR53060/NZXTH7F-W";"147";"HelloComp Intel GAMER Pro DDR5 3060";"HelloComp Intel GAMER Pro DDR5 3060/DK431-B";
"INTELGAMERPRODDR53060/TH285-B";"147";"HelloComp Intel GAMER Pro DDR5 3060";"HelloComp Intel GAMER Pro DDR5 3060/DK431-B";
"INTELGAMERPRODDR53060/TH285-W";"147";"HelloComp Intel GAMER Pro DDR5 3060";"HelloComp Intel GAMER Pro DDR5 3060/DK431-B";
"INTELGAMERPRODDR53060TI/A290-B";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/A290-W";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/BITNOVA";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/BQPB500FX-B";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/BQPB501DX-B";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/CMMBTD500-B";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/COR300D-B";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/COR3500X-B";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/COR3500X-W";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/DF2100-B";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/DK431-B";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/DRX70-W";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/DS900AIR-B";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/DS900AIR-W";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/DY451P-B";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/DY451P-W";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/END300-B";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/FRCNORTH-B";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/FRCPOP-B";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/FRCPOPXLS-B";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/JD41S-B";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/MSI100P";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/NZXTH5-B";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/NZXTH6F-B";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/NZXTH7F-W";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/TH285-B";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR53060TI/TH285-W";"148";"HelloComp Intel GAMER Pro DDR5 3060 Ti";"HelloComp Intel GAMER Pro DDR5 3060 Ti/DK431-B";
"INTELGAMERPRODDR56600/A290-B";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/A290-W";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/BITNOVA";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/BQPB500FX-B";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/BQPB501DX-B";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/CMMBTD500-B";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/COR300D-B";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/COR3500X-B";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/COR3500X-W";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/DF2100-B";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/DK431-B";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/DRX70-W";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/DS900AIR-B";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/DS900AIR-W";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/DY451P-B";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/DY451P-W";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/END300-B";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/FRCNORTH-B";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/FRCPOP-B";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/FRCPOPXLS-B";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/JD41S-B";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/MSI100P";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/NZXTH5-B";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/NZXTH6F-B";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/NZXTH7F-W";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/TH285-B";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56600/TH285-W";"149";"HelloComp Intel GAMER Pro DDR5 6600";"HelloComp Intel GAMER Pro DDR5 6600/A290-B";
"INTELGAMERPRODDR56750XT/BITNOVA";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/BQPB500FX-B";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/BQPB501DX-B";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/CMMBTD500-B";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/COR300D-B";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/COR3500X-B";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/COR3500X-W";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/DF2100-B";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/DK431-B";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/DRX70-W";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/DS900AIR-B";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/DS900AIR-W";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/DY451P-B";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/DY451P-W";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/END300-B";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/FRCNORTH-B";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/FRCPOP-B";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/FRCPOPXLS-B";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/JD41S-B";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/MSI100P";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/NZXTH5-B";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/NZXTH6F-B";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/NZXTH7F-W";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/TH285-B";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR56750XT/TH285-W";"150";"HelloComp Intel GAMER Pro DDR5 6750 XT";"HelloComp Intel GAMER Pro DDR5 6750 XT/DK431-B";
"INTELGAMERPRODDR54070TISUPER/BITNOVA";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/BQPB500FX-B";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/BQPB501DX-B";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/CMMBTD500-B";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/COR300D-B";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/COR3500X-B";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/COR3500X-W";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/DF2100-B";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/DK431-B";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/DRX70-W";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/DS900AIR-B";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/DS900AIR-W";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/DY451P-B";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/DY451P-W";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/END300-B";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/FRCNORTH-B";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/FRCPOP-B";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/FRCPOPXLS-B";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/JD41S-B";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/MSI100P";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/NZXTH5-B";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/NZXTH6F-B";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/NZXTH7F-W";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/TH285-B";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"INTELGAMERPRODDR54070TISUPER/TH285-W";"151";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER";"HelloComp Intel GAMER Pro DDR5 4070 Ti SUPER/DK431-B";
"AMDGAMERPRODDR53070/A290-B";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/A290-W";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/BITNOVA";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/BQPB500FX-B";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/BQPB501DX-B";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/CMMBTD500-B";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/COR300D-B";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/COR3500X-B";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/COR3500X-W";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/DF2100-B";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/DK431-B";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/DRX70-W";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/DS900AIR-B";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/DS900AIR-W";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/DY451P-B";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/DY451P-W";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/END300-B";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/FRCNORTH-B";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/FRCPOP-B";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/FRCPOPXLS-B";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/JD41S-B";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/MSI100P";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/NZXTH5-B";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/NZXTH6F-B";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/NZXTH7F-W";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/TH285-B";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070/TH285-W";"152";"HelloComp AMD GAMER Pro DDR5 3070";"HelloComp AMD GAMER Pro DDR5 3070/DF2100-B";
"AMDGAMERPRODDR53070TI/BITNOVA";"153";"HelloComp AMD GAMER Pro DDR5 3070 Ti";"HelloComp AMD GAMER Pro DDR5 3070 Ti/DK431-B";
"AMDGAMERPRODDR53070TI/BQPB500FX-B";"153";"HelloComp AMD GAMER Pro DDR5 3070 Ti";"HelloComp AMD GAMER Pro DDR5 3070 Ti/DK431-B";
"AMDGAMERPRODDR53070TI/BQPB501DX-B";"153";"HelloComp AMD GAMER Pro DDR5 3070 Ti";"HelloComp AMD GAMER Pro DDR5 3070 Ti/DK431-B";
"AMDGAMERPRODDR53070TI/CMMBTD500-B";"153";"HelloComp AMD GAMER Pro DDR5 3070 Ti";"HelloComp AMD GAMER Pro DDR5 3070 Ti/DK431-B";
"AMDGAMERPRODDR53070TI/COR300D-B";"153";"HelloComp AMD GAMER Pro DDR5 3070 Ti";"HelloComp AMD GAMER Pro DDR5 3070 Ti/DK431-B";
